"userId","courseId","currentScore","finalScore","currentGrade","finalGrade","courseAvgGrade","teacherId","teacherName","courseCode"
"16713","39030","77.88","44.99","C+","F","69.8884","38996","Kristi Hansen","CS101"
"43657","39030","99.81","61.23","A","D-","69.8884","38996","Kristi Hansen","CS101"
"96489","39030","100.94","52.87","A","F","69.8884","38996","Kristi Hansen","CS101"
"5434","39030","85.19","52.56","B","F","69.8884","38996","Kristi Hansen","CS101"
"41933","39030","98.12","60.22","A","D-","69.8884","38996","Kristi Hansen","CS101"
"3848","39030","91.93","54.81","A-","F","69.8884","38996","Kristi Hansen","CS101"
"96773","39030","null","0","null","F","69.8884","38996","Kristi Hansen","CS101"
"46515","39030","100","61.34","A","D-","69.8884","38996","Kristi Hansen","CS101"
"60581","39030","53.09","31.64","F","F","69.8884","38996","Kristi Hansen","CS101"
"65769","39030","92.31","56.79","A-","F","69.8884","38996","Kristi Hansen","CS101"
"24655","39030","96.4","56.71","A","F","69.8884","38996","Kristi Hansen","CS101"
"80253","39030","97.76","70.84","A","C-","69.8884","38996","Kristi Hansen","CS101"
"5614","39030","null","0","null","F","69.8884","38996","Kristi Hansen","CS101"
"22437","39030","71.13","44.23","C-","F","69.8884","38996","Kristi Hansen","CS101"
"94401","39030","76.5","46.35","C","F","69.8884","38996","Kristi Hansen","CS101"
"19325","39030","92.4","56.68","A-","F","69.8884","38996","Kristi Hansen","CS101"
"1405","39030","98.5","60.45","A","D-","69.8884","38996","Kristi Hansen","CS101"
"66943","39030","100.19","61.45","A","D-","69.8884","38996","Kristi Hansen","CS101"
"87191","39030","98.33","71.32","A","C-","69.8884","38996","Kristi Hansen","CS101"
"58463","39030","40.75","11.88","F","F","69.8884","38996","Kristi Hansen","CS101"
"66623","39030","89.5","39.08","B+","F","69.8884","38996","Kristi Hansen","CS101"
"96419","39030","98.5","56.75","A","F","69.8884","38996","Kristi Hansen","CS101"
"13504","39030","63.06","39.45","D","F","69.8884","38996","Kristi Hansen","CS101"
"66173","39030","null","0","null","F","69.8884","38996","Kristi Hansen","CS101"
"24174","39030","96.62","59.33","A","F","69.8884","38996","Kristi Hansen","CS101"
"23190","39030","77.27","47.19","C+","F","69.8884","38996","Kristi Hansen","CS101"
"87963","39030","98.13","60.93","A","D-","69.8884","38996","Kristi Hansen","CS101"
"34314","39030","98.69","60.56","A","D-","69.8884","38996","Kristi Hansen","CS101"
"14436","39030","63.71","39.4","D","F","69.8884","38996","Kristi Hansen","CS101"
"31173","39030","null","0","null","F","69.8884","38996","Kristi Hansen","CS101"
"79375","39030","100.38","61.56","A","D-","69.8884","38996","Kristi Hansen","CS101"
"52417","39030","97.55","59.87","A","F","69.8884","38996","Kristi Hansen","CS101"
"97395","39030","47.87","30.14","F","F","69.8884","38996","Kristi Hansen","CS101"
"11149","39030","null","0","null","F","69.8884","38996","Kristi Hansen","CS101"
"73737","39030","97.92","15.97","A","F","69.8884","38996","Kristi Hansen","CS101"
"12599","39030","75.5","36.1","C","F","69.8884","38996","Kristi Hansen","CS101"
"1154","39030","67.56","39.57","D+","F","69.8884","38996","Kristi Hansen","CS101"
"59127","39030","null","0","null","F","69.8884","38996","Kristi Hansen","CS101"
"41164","39030","93.38","57.05","A","F","69.8884","38996","Kristi Hansen","CS101"
"56929","39030","97.44","59.02","A","F","69.8884","38996","Kristi Hansen","CS101"
"50655","39030","null","0","null","F","69.8884","38996","Kristi Hansen","CS101"
"66729","39030","73.63","45.06","C","F","69.8884","38996","Kristi Hansen","CS101"
"18878","39030","100","60.65","A","D-","69.8884","38996","Kristi Hansen","CS101"
"9872","39030","null","0","null","F","69.8884","38996","Kristi Hansen","CS101"
"16363","39030","60.42","29.37","D-","F","69.8884","38996","Kristi Hansen","CS101"
"79475","39030","95.46","68.89","A","D+","69.8884","38996","Kristi Hansen","CS101"
"5119","39030","null","0","null","F","69.8884","38996","Kristi Hansen","CS101"
"30901","39030","93.75","47.45","A","F","69.8884","38996","Kristi Hansen","CS101"
"8833","39030","56.73","33.17","F","F","69.8884","38996","Kristi Hansen","CS101"
"100139","39030","80.12","46.36","B-","F","69.8884","38996","Kristi Hansen","CS101"
"72797","39008","94.19","31.4","A","F","69.87061224489797","616","Scott Burton","CS313"
"8894","39008","100","33.41","A","F","69.87061224489797","616","Scott Burton","CS313"
"30076","39008","98.61","33.67","A","F","69.87061224489797","616","Scott Burton","CS313"
"5831","39008","43.93","14.82","F","F","69.87061224489797","616","Scott Burton","CS313"
"3642","39008","96.28","31.49","A","F","69.87061224489797","616","Scott Burton","CS313"
"29735","39008","93.2","31.08","A","F","69.87061224489797","616","Scott Burton","CS313"
"29014","39008","99.63","34.01","A","F","69.87061224489797","616","Scott Burton","CS313"
"33883","39008","75.13","27.94","C","F","69.87061224489797","616","Scott Burton","CS313"
"6289","39008","99.44","32.33","A","F","69.87061224489797","616","Scott Burton","CS313"
"2231","39008","59.8","26.48","F","F","69.87061224489797","616","Scott Burton","CS313"
"24207","39008","0","0","F","F","69.87061224489797","616","Scott Burton","CS313"
"4768","39008","97.97","33.51","A","F","69.87061224489797","616","Scott Burton","CS313"
"41973","39008","15.38","0.48","F","F","69.87061224489797","616","Scott Burton","CS313"
"23765","39008","93.31","32.1","A","F","69.87061224489797","616","Scott Burton","CS313"
"33786","39008","96.97","33.37","A","F","69.87061224489797","616","Scott Burton","CS313"
"14861","39008","46.17","15.45","F","F","69.87061224489797","616","Scott Burton","CS313"
"26431","39008","92.49","30.77","A-","F","69.87061224489797","616","Scott Burton","CS313"
"13575","39008","83.79","27.3","B","F","69.87061224489797","616","Scott Burton","CS313"
"18102","39008","58.67","25.56","F","F","69.87061224489797","616","Scott Burton","CS313"
"26857","39008","0","0","F","F","69.87061224489797","616","Scott Burton","CS313"
"26027","39008","0","0","F","F","69.87061224489797","616","Scott Burton","CS313"
"33635","39008","91.05","29.48","A-","F","69.87061224489797","616","Scott Burton","CS313"
"31598","39008","96.73","32.09","A","F","69.87061224489797","616","Scott Burton","CS313"
"6203","39008","97.7","32.17","A","F","69.87061224489797","616","Scott Burton","CS313"
"5818","39008","69.35","29.23","D+","F","69.87061224489797","616","Scott Burton","CS313"
"11881","39008","0","0","F","F","69.87061224489797","616","Scott Burton","CS313"
"79331","39008","96.29","30.55","A","F","69.87061224489797","616","Scott Burton","CS313"
"27834","39008","69.29","28.45","D+","F","69.87061224489797","616","Scott Burton","CS313"
"35599","39008","77.29","32.15","C+","F","69.87061224489797","616","Scott Burton","CS313"
"24202","39008","94.62","31.63","A","F","69.87061224489797","616","Scott Burton","CS313"
"7446","39008","71.44","26.21","C-","F","69.87061224489797","616","Scott Burton","CS313"
"15683","39008","74.58","31.33","C","F","69.87061224489797","616","Scott Burton","CS313"
"16684","39008","93.14","31.44","A","F","69.87061224489797","616","Scott Burton","CS313"
"1745","39008","74.64","29.22","C","F","69.87061224489797","616","Scott Burton","CS313"
"10919","39008","73.55","26.69","C","F","69.87061224489797","616","Scott Burton","CS313"
"9289","39008","65.08","26.94","D","F","69.87061224489797","616","Scott Burton","CS313"
"17387","39008","39.26","7.76","F","F","69.87061224489797","616","Scott Burton","CS313"
"4837","39008","42.66","10.76","F","F","69.87061224489797","616","Scott Burton","CS313"
"13017","39008","99.78","32.75","A","F","69.87061224489797","616","Scott Burton","CS313"
"7723","39008","77.67","29.41","C+","F","69.87061224489797","616","Scott Burton","CS313"
"6274","39008","36.16","12.77","F","F","69.87061224489797","616","Scott Burton","CS313"
"7900","39008","66.71","24.19","D","F","69.87061224489797","616","Scott Burton","CS313"
"132487","39008","0","0","F","F","69.87061224489797","616","Scott Burton","CS313"
"2322","39008","90.62","30.22","A-","F","69.87061224489797","616","Scott Burton","CS313"
"29594","39008","93.89","32.04","A","F","69.87061224489797","616","Scott Burton","CS313"
"20142","39008","15.38","0.48","F","F","69.87061224489797","616","Scott Burton","CS313"
"9656","39008","76.94","30.75","C","F","69.87061224489797","616","Scott Burton","CS313"
"24857","39008","98.92","32.5","A","F","69.87061224489797","616","Scott Burton","CS313"
"29890","39008","95.96","32.39","A","F","69.87061224489797","616","Scott Burton","CS313"
"12822","35260","92.43","44.6","A-","F","82.68340000000003","37214","Rex Fisher","ECEN260"
"5939","35260","94.97","46.11","A","F","82.68340000000003","37214","Rex Fisher","ECEN260"
"6838","35260","81.74","40.15","B-","F","82.68340000000003","37214","Rex Fisher","ECEN260"
